fen	score_cp	wdl	decisive	mode	score_source
8/4r1mk/3R3p/5K2/5M2/8/8/8 b - - 35 110	-78	0.5	0	normal	engine_search
8/5rmk/3R3p/5K2/5M2/8/8/8 w - - 36 111	-77	0.5	0	normal	engine_search
8/5rmk/3R3p/4K3/5M2/8/8/8 b - - 37 111	-77	0.5	0	normal	engine_search
8/5rmk/3R4/4K2p/5M2/8/8/8 w - - 0 112	-74	0.5	0	normal	engine_search
8/5rmk/8/4K2p/5M2/3R4/8/8 b - - 1 112	-76	0.5	0	normal	engine_search
8/5rm1/6k1/4K2p/5M2/3R4/8/8 w - - 2 113	-77	0.5	0	normal	engine_search
8/5rm1/6k1/4K2p/5M2/6R1/8/8 b - - 3 113	-77	0.5	0	normal	engine_search
8/5rm1/7k/4K2p/5M2/6R1/8/8 w - - 4 114	-75	0.5	0	normal	engine_search
8/5rm1/7k/4K1Mp/8/6R1/8/8 b - - 5 114	-76	0.5	0	normal	engine_search
8/5rmk/8/4K1Mp/8/6R1/8/8 w - - 6 115	-77	0.5	0	normal	engine_search
8/5rmk/8/4K2p/5M2/6R1/8/8 b - - 7 115	-76	0.5	0	normal	engine_search
8/4r1mk/8/4K2p/5M2/6R1/8/8 w - - 8 116	-75	0.5	0	normal	engine_search
8/4r1mk/8/5K1p/5M2/6R1/8/8 b - - 9 116	-73	0.5	0	normal	engine_search
8/5rmk/8/5K1p/5M2/6R1/8/8 w - - 10 117	-72	0.5	0	normal	engine_search
8/5rmk/8/4K2p/5M2/6R1/8/8 b - - 11 117	-74	0.5	0	normal	engine_search
8/r5mk/8/4K2p/5M2/6R1/8/8 w - - 12 118	-73	0.5	0	normal	engine_search
8/r5mk/8/5K1p/5M2/6R1/8/8 b - - 13 118	-75	0.5	0	normal	engine_search
8/1r4mk/8/5K1p/5M2/6R1/8/8 w - - 14 119	-70	0.5	0	normal	engine_search
8/1r4mk/8/6Kp/5M2/6R1/8/8 b - - 15 119	-63	0.5	0	normal	engine_search
8/6mk/8/6Kp/1r3M2/6R1/8/8 w - - 16 120	-60	0.5	0	normal	engine_search
8/6mk/8/6Kp/1r3M2/4R3/8/8 b - - 17 120	-29	0.5	0	normal	engine_search
8/7k/7m/6Kp/1r3M2/4R3/8/8 w - - 18 121	-12	0.5	0	normal	engine_search
8/7k/7m/5K1p/1r3M2/4R3/8/8 b - - 19 121	-11	0.5	0	normal	engine_search
8/6mk/8/5K1p/1r3M2/4R3/8/8 w - - 20 122	-20	0.5	0	normal	engine_search
8/6mk/8/6Kp/1r3M2/4R3/8/8 b - - 21 122	-11	0.5	0	normal	engine_search
8/7k/7m/6Kp/1r3M2/4R3/8/8 w - - 22 123	-8	0.5	0	normal	engine_search
8/7k/7m/5K1p/1r3M2/4R3/8/8 b - - 23 123	-7	0.5	0	normal	engine_search
8/7k/7m/1r3K1p/5M2/4R3/8/8 w - - 24 124	-8	0.5	0	normal	engine_search
8/7k/7m/1r2MK1p/8/4R3/8/8 b - - 25 124	-9	0.5	0	normal	engine_search
8/6mk/8/1r2MK1p/8/4R3/8/8 w - - 26 125	-4	0.5	0	normal	engine_search
8/6mk/8/1r2MK1p/8/2R5/8/8 b - - 27 125	-3	0.5	0	normal	engine_search
8/6mk/8/4MK1p/8/2R5/8/1r6 w - - 28 126	-4	0.5	0	normal	engine_search
8/6mk/8/4M1Kp/8/2R5/8/1r6 b - - 29 126	-4	0.5	0	normal	engine_search
8/6mk/8/1r2M1Kp/8/2R5/8/8 w - - 30 127	-3	0.5	0	normal	engine_search
8/6mk/8/1r2MK1p/8/2R5/8/8 b - - 31 127	-2	0.5	0	normal	engine_search
8/6mk/8/4MK1p/8/2R5/8/1r6 w - - 32 128	-2	0.5	0	normal	engine_search
8/6mk/8/4M1Kp/8/2R5/8/1r6 b - - 33 128	0	0.5	0	normal	engine_search
8/6mk/8/4M1Kp/8/2R5/8/7r w - - 34 129	0	0.5	0	normal	engine_search
8/2R3mk/8/4M1Kp/8/8/8/7r b - - 35 129	0	0.5	0	normal	engine_search
6k1/2R3m1/8/4M1Kp/8/8/8/7r w - - 36 130	0	0.5	0	normal	engine_search
6k1/6m1/8/4M1Kp/2R5/8/8/7r b - - 37 130	0	0.5	0	normal	engine_search
5mk1/8/8/4M1Kp/2R5/8/8/7r w - - 38 131	0	0.5	0	normal	engine_search
5mk1/8/8/4M1Kp/7R/8/8/7r b - - 39 131	0	0.5	0	normal	engine_search
5mk1/8/8/4M1Kp/7r/8/8/8 w - - 0 132	0	0.5	0	normal	engine_search
5mk1/8/8/4M2p/7K/8/8/8 b - - 0 132	0	0.5	0	normal	engine_search
5m2/5k2/8/4M2p/7K/8/8/8 w - - 1 133	0	0.5	0	normal	engine_search
5m2/5k2/8/4M2K/8/8/8/8 b - - 0 133	0	0.5	0	normal	engine_search
5m2/8/4k3/4M2K/8/8/8/8 w - - 1 134	0	0.5	0	normal	engine_search
5m2/8/4k3/7K/3M4/8/8/8 b - - 2 134	0	0.5	0	normal	engine_search
5m2/8/8/5k1K/3M4/8/8/8 w - - 3 135	0	0.5	0	normal	engine_search
5m2/8/7K/5k2/3M4/8/8/8 b - - 4 135	0	0.5	0	normal	engine_search
5m2/8/5k1K/8/3M4/8/8/8 w - - 5 136	0	0.5	0	normal	engine_search
r2m3r/2snnsk1/1pp1pppp/p2p4/3P1P2/PPP1P1PP/1KSNNS2/R3M2R w - - 0 9	-1	0.5	0	normal	engine_search
r2m3r/2snnsk1/1pp1pppp/p2p4/3P1P1P/PPP1P1P1/1KSNNS2/R3M2R b - - 0 9	0	0.5	0	normal	engine_search
r2m3r/2snnsk1/1pp1pppp/3p4/p2P1P1P/PPP1P1P1/1KSNNS2/R3M2R w - - 0 10	0	0.5	0	normal	engine_search
r2m3r/2snnsk1/1pp1pppp/3p4/pP1P1P1P/P1P1P1P1/1KSNNS2/R3M2R b - - 0 10	0	0.5	0	normal	engine_search
r2m3r/2snnsk1/1p2pppp/2pp4/pP1P1P1P/P1P1P1P1/1KSNNS2/R3M2R w - - 0 11	0	0.5	0	normal	engine_search
r2m3r/2snnsk1/1p2pppp/2pp3P/pP1P1P2/P1P1P1P1/1KSNNS2/R3M2R b - - 0 11	2	0.5	0	normal	engine_search
r2m2r1/2snnsk1/1p2pppp/2pp3P/pP1P1P2/P1P1P1P1/1KSNNS2/R3M2R w - - 1 12	2	0.5	0	normal	engine_search
r2m2r1/2snnsk1/1p2ppMp/2pp4/pP1P1P2/P1P1P1P1/1KSNNS2/R3M2R b - - 0 12	1	0.5	0	normal	engine_search
r2m2r1/2sn1sk1/1p2ppnp/2pp4/pP1P1P2/P1P1P1P1/1KSNNS2/R3M2R w - - 0 13	3	0.5	0	normal	engine_search
r2m2r1/2sn1sk1/1p2ppnp/2pp4/pP1PPP2/P1P3P1/1KSNNS2/R3M2R b - - 0 13	5	0.5	0	normal	engine_search
r2m2r1/2sn1sk1/1p2ppnp/2p5/pP1PpP2/P1P3P1/1KSNNS2/R3M2R w - - 0 14	2	0.5	0	normal	engine_search
r2m2r1/2sn1sk1/1p2ppnp/2p5/pP1PNP2/P1P3P1/1KS1NS2/R3M2R b - - 0 14	4	0.5	0	normal	engine_search
r5r1/2snmsk1/1p2ppnp/2p5/pP1PNP2/P1P3P1/1KS1NS2/R3M2R w - - 1 15	5	0.5	0	normal	engine_search
r5r1/2snmsk1/1p2ppnp/2p5/pP1PNP2/P1P3P1/1KS1NS2/3RM2R b - - 2 15	14	0.5	0	normal	engine_search
r5r1/3nmsk1/1ps1ppnp/2p5/pP1PNP2/P1P3P1/1KS1NS2/3RM2R w - - 3 16	19	0.5	0	normal	engine_search
r5r1/3nmsk1/1ps1ppnp/2P5/pP2NP2/P1P3P1/1KS1NS2/3RM2R b - - 0 16	17	0.5	0	normal	engine_search
r5r1/3nmsk1/2s1ppnp/2p5/pP2NP2/P1P3P1/1KS1NS2/3RM2R w - - 0 17	19	0.5	0	normal	engine_search
r5r1/3nmsk1/2s1ppnp/1Pp5/p3NP2/P1P3P1/1KS1NS2/3RM2R b - - 0 17	19	0.5	0	normal	engine_search
rr6/3nmsk1/2s1ppnp/1Pp5/p3NP2/P1P3P1/1KS1NS2/3RM2R w - - 1 18	18	0.5	0	normal	engine_search
rr6/3nmsk1/2s1ppnp/1Pp5/p1P1NP2/P5P1/1KS1NS2/3RM2R b - - 0 18	19	0.5	0	normal	engine_search
rr3n2/3nmsk1/2s1pp1p/1Pp5/p1P1NP2/P5P1/1KS1NS2/3RM2R w - - 1 19	19	0.5	0	normal	engine_search
rr3n2/3nmsk1/2s1pp1p/1Pp5/p1P1NPP1/P7/1KS1NS2/3RM2R b - - 0 19	18	0.5	0	normal	engine_search
rr3n2/1s1nmsk1/4pp1p/1Pp5/p1P1NPP1/P7/1KS1NS2/3RM2R w - - 1 20	17	0.5	0	normal	engine_search
rr3n2/1s1nmsk1/4pp1p/1Pp5/p1P1NPP1/P2S4/1K2NS2/3RM2R b - - 2 20	20	0.5	0	normal	engine_search
r2r1n2/1s1nmsk1/4pp1p/1Pp5/p1P1NPP1/P2S4/1K2NS2/3RM2R w - - 3 21	10	0.5	0	normal	engine_search
r2r1n2/1s1nmsk1/4pp1p/1Pp5/p1P1NPP1/P2S4/1K1MNS2/3R3R b - - 4 21	11	0.5	0	normal	engine_search
r2r1n2/1s1nmsk1/4p2p/1Pp2p2/p1P1NPP1/P2S4/1K1MNS2/3R3R w - - 0 22	11	0.5	0	normal	engine_search
r2r1n2/1s1nmsk1/4p2p/1Pp2P2/p1P1NP2/P2S4/1K1MNS2/3R3R b - - 0 22	11	0.5	0	normal	engine_search
r2r1n2/1s1nmsk1/7p/1Pp2p2/p1P1NP2/P2S4/1K1MNS2/3R3R w - - 0 23	13	0.5	0	normal	engine_search
r2r1n2/1s1nmsk1/7p/1Pp2p2/p1P2P2/P2S2N1/1K1MNS2/3R3R b - - 1 23	20	0.5	0	normal	engine_search
r2r1n2/1s1nm1k1/5s1p/1Pp2p2/p1P2P2/P2S2N1/1K1MNS2/3R3R w - - 2 24	23	0.5	0	normal	engine_search
r2r1n2/1s1nm1k1/5s1p/1Pp2p1R/p1P2P2/P2S2N1/1K1MNS2/3R4 b - - 3 24	24	0.5	0	normal	engine_search
r2r1n2/1s2m1k1/1n3s1p/1Pp2p1R/p1P2P2/P2S2N1/1K1MNS2/3R4 w - - 4 25	68	0.5	0	normal	engine_search
r2r1n2/1s2m1k1/1n3s1p/1Pp2p1R/p1P2P2/P1KS2N1/3MNS2/3R4 b - - 5 25	31	0.5	0	normal	engine_search
r2r4/1s1nm1k1/1n3s1p/1Pp2p1R/p1P2P2/P1KS2N1/3MNS2/3R4 w - - 6 26	42	0.5	0	normal	engine_search
r2r4/1s1nm1k1/1n3s1p/1Pp2N1R/p1P2P2/P1KS4/3MNS2/3R4 b - - 0 26	31	0.5	0	normal	engine_search
r2r4/1s1nm1k1/1n5p/1Pp2s1R/p1P2P2/P1KS4/3MNS2/3R4 w - - 0 27	66	0.5	0	normal	engine_search
r2r4/1s1nm1k1/1n5p/1Pp2R2/p1P2P2/P1KS4/3MNS2/3R4 b - - 0 27	79	0.5	0	normal	engine_search
r2r4/1s1nm3/1n4kp/1Pp2R2/p1P2P2/P1KS4/3MNS2/3R4 w - - 1 28	84	0.5	0	normal	engine_search
r2r4/1s1nm3/1n4kp/1Pp2R2/p1P1SP2/P1K5/3MNS2/3R4 b - - 2 28	96	0.5	0	normal	engine_search
r2r4/1s2m3/1n3nkp/1Pp2R2/p1P1SP2/P1K5/3MNS2/3R4 w - - 3 29	85	0.5	0	normal	engine_search
r2r4/1s2m3/1n3nkp/1Pp1R3/p1P1SP2/P1K5/3MNS2/3R4 b - - 4 29	90	0.5	0	normal	engine_search
r2r4/1s2m3/1n4kp/1Pp1R3/p1P1nP2/P1K5/3MNS2/3R4 w - - 0 30	85	0.5	0	normal	engine_search
r2r4/1s2m3/1n4kp/1Pp5/p1P1RP2/P1K5/3MNS2/3R4 b - - 0 30	100	0.5	0	normal	engine_search
r2r4/1s6/1n3mkp/1Pp5/p1P1RP2/P1K5/3MNS2/3R4 w - - 1 31	90	0.5	0	normal	engine_search
r2r4/1s6/1n3mkp/1Pp5/p1P1RP2/P1K5/3MNS2/6R1 b - - 2 31	94	0.5	0	normal	engine_search
r2r4/1s3k2/1n3m1p/1Pp5/p1P1RP2/P1K5/3MNS2/6R1 w - - 3 32	98	0.5	0	normal	engine_search
r2r4/1s3k2/1n3m1p/1Pp5/p1P1RP2/P1K5/3MNS2/7R b - - 4 32	95	0.5	0	normal	engine_search
r6r/1s3k2/1n3m1p/1Pp5/p1P1RP2/P1K5/3MNS2/7R w - - 5 33	97	0.5	0	normal	engine_search
r6r/1s3k2/1n3m1p/1Pp5/p1P2P2/P1K1R3/3MNS2/7R b - - 6 33	100	0.5	0	normal	engine_search
r1n4r/1s3k2/5m1p/1Pp5/p1P2P2/P1K1R3/3MNS2/7R w - - 7 34	96	0.5	0	normal	engine_search
r1n4r/1s3k2/5m1p/1Pp4R/p1P2P2/P1K1R3/3MNS2/8 b - - 8 34	97	0.5	0	normal	engine_search
r1n4r/5k2/1s3m1p/1Pp4R/p1P2P2/P1K1R3/3MNS2/8 w - - 9 35	88	0.5	0	normal	engine_search
r1n4r/5k2/1s3m1p/1PpR4/p1P2P2/P1K1R3/3MNS2/8 b - - 10 35	96	0.5	0	normal	engine_search
r1n4r/5k2/1s3m2/1PpR3p/p1P2P2/P1K1R3/3MNS2/8 w - - 0 36	87	0.5	0	normal	engine_search
r1n4r/5k2/1s3m2/1PpR3p/p1P2P2/P1K1R1S1/3MN3/8 b - - 1 36	101	0.5	0	normal	engine_search
r1n4r/5k2/1s3m2/1PpR4/p1P2P1p/P1K1R1S1/3MN3/8 w - - 0 37	103	0.5	0	normal	engine_search
r1n4r/5k2/1s3m2/1PpR4/p1P2PSp/P1K1R3/3MN3/8 b - - 1 37	101	0.5	0	normal	engine_search
r6r/4nk2/1s3m2/1PpR4/p1P2PSp/P1K1R3/3MN3/8 w - - 2 38	111	0.5	0	normal	engine_search
r6r/4nk2/1s1R1m2/1Pp5/p1P2PSp/P1K1R3/3MN3/8 b - - 3 38	115	0.5	0	normal	engine_search
r1n4r/5k2/1s1R1m2/1Pp5/p1P2PSp/P1K1R3/3MN3/8 w - - 4 39	103	0.5	0	normal	engine_search
r1n4r/3R1k2/1s3m2/1Pp5/p1P2PSp/P1K1R3/3MN3/8 b - - 5 39	135	0.5	0	normal	engine_search
r1n4r/3Rmk2/1s6/1Pp5/p1P2PSp/P1K1R3/3MN3/8 w - - 6 40	150	0.5	0	normal	engine_search
r1n4r/3Rmk2/1s6/1Pp5/p1P2PSp/P1K1R3/3M4/2N5 b - - 7 40	150	0.5	0	normal	engine_search
r1n3r1/3Rmk2/1s6/1Pp5/p1P2PSp/P1K1R3/3M4/2N5 w - - 8 41	155	0.5	0	normal	engine_search
r1n3r1/3Rmk2/1s6/1Pp5/p1P2P1p/P1K1R2S/3M4/2N5 b - - 9 41	160	0.5	0	normal	engine_search
1rn3r1/3Rmk2/1s6/1Pp5/p1P2P1p/P1K1R2S/3M4/2N5 w - - 10 42	163	0.5	0	normal	engine_search
1rn3r1/3Rmk2/1s6/1Pp5/p1P2P1S/P1K1R3/3M4/2N5 b - - 0 42	165	0.5	0	normal	engine_search
1rn5/3Rmk2/1s6/1Pp5/p1P2P1S/P1K1R3/3M4/2N3r1 w - - 1 43	169	0.5	0	normal	engine_search
1rn5/3Rmk2/1s6/1Pp5/p1P2P1S/P1KNR3/3M4/6r1 b - - 2 43	203	0.5	0	normal	engine_search
1rn5/3Rmk2/1s6/1Pp5/p1P2P1S/P1KNR3/3M4/r7 w - - 3 44	204	0.5	0	normal	engine_search
1rn5/3Rmk2/1s6/1Pp5/p1P2P1S/P2NR3/1K1M4/r7 b - - 4 44	215	0.5	0	normal	engine_search
1rn5/3Rmk2/1s6/1Pp5/p1P2P1S/P2NR3/1K1M4/7r w - - 5 45	242	0.5	0	normal	engine_search
1rn5/3Rmk2/1s6/1Pp3S1/p1P2P2/P2NR3/1K1M4/7r b - - 6 45	266	0.5	0	normal	engine_search
1rn1k3/3Rm3/1s6/1Pp3S1/p1P2P2/P2NR3/1K1M4/7r w - - 7 46	244	0.5	0	normal	engine_search
1rn1k3/4m3/1s6/1PpR2S1/p1P2P2/P2NR3/1K1M4/7r b - - 8 46	249	0.5	0	normal	engine_search
1rn1k3/2s1m3/8/1PpR2S1/p1P2P2/P2NR3/1K1M4/7r w - - 9 47	262	0.5	0	normal	engine_search
1rn1k3/2s1m3/8/1PR3S1/p1P2P2/P2NR3/1K1M4/7r b - - 0 47	292	0.5	0	normal	engine_search
1rn1k3/4m3/3s4/1PR3S1/p1P2P2/P2NR3/1K1M4/7r w - - 1 48	292	0.5	0	normal	engine_search
1rn1k3/4m3/2Rs4/1P4S1/p1P2P2/P2NR3/1K1M4/7r b - - 2 48	300	0.5	0	normal	engine_search
1rn5/3km3/2Rs4/1P4S1/p1P2P2/P2NR3/1K1M4/7r w - - 3 49	366	0.5	0	normal	engine_search
1rn5/3km3/2Rs4/1P4S1/pNP2P2/P3R3/1K1M4/7r b - - 4 49	403	0.5	0	normal	engine_search
1r6/n2km3/2Rs4/1P4S1/pNP2P2/P3R3/1K1M4/7r w - - 5 50	418	0.5	0	normal	engine_search
1r6/n2km3/2Rs4/1PP3S1/pN3P2/P3R3/1K1M4/7r b - - 0 50	420	0.5	0	normal	engine_search
1r6/3km3/2ns4/1PP3S1/pN3P2/P3R3/1K1M4/7r w - - 0 51	426	0.5	0	normal	engine_search
1r6/3km3/2Ms4/2P3S1/pN3P2/P3R3/1K1M4/7r b - - 0 51	429	0.5	0	normal	engine_search
1r6/2k1m3/2Ms4/2P3S1/pN3P2/P3R3/1K1M4/7r w - - 1 52	428	0.5	0	normal	engine_search
1r6/2k1m3/2MM4/6S1/pN3P2/P3R3/1K1M4/7r b - - 0 52	427	0.5	0	normal	engine_search
1r6/2k5/2Mm4/6S1/pN3P2/P3R3/1K1M4/7r w - - 0 53	427	0.5	0	normal	engine_search
1r6/2k5/2Mm4/6S1/pN3P2/P3R3/2KM4/7r b - - 1 53	426	0.5	0	normal	engine_search
5r2/2k5/2Mm4/6S1/pN3P2/P3R3/2KM4/7r w - - 2 54	424	0.5	0	normal	engine_search
5r2/2k5/3m4/1M4S1/pN3P2/P3R3/2KM4/7r b - - 3 54	431	0.5	0	normal	engine_search
5r2/1k6/3m4/1M4S1/pN3P2/P3R3/2KM4/7r w - - 4 55	434	0.5	0	normal	engine_search
5r2/1k6/3m4/1M1N2S1/p4P2/P3R3/2KM4/7r b - - 5 55	433	0.5	0	normal	engine_search
5r2/1k6/3m4/1M1N2S1/p4P2/P3R3/2KM4/5r2 w - - 6 56	448	0.5	0	normal	engine_search
5r2/1k6/3m4/3N2S1/M4P2/P3R3/2KM4/5r2 b - - 0 56	475	0.5	0	normal	engine_search
5r2/1k6/8/2mN2S1/M4P2/P3R3/2KM4/5r2 w - - 1 57	462	0.5	0	normal	engine_search
5r2/1k6/8/1MmN2S1/5P2/P3R3/2KM4/5r2 b - - 2 57	506	0.5	0	normal	engine_search
3r4/1k6/8/1MmN2S1/5P2/P3R3/2KM4/5r2 w - - 3 58	564	0.5	0	normal	engine_search
3r4/1k6/8/1MmN2S1/5P2/P2R4/2KM4/5r2 b - - 4 58	557	0.5	0	normal	engine_search
3r4/1k6/8/1MmN2S1/5P2/P2R4/2KM4/6r1 w - - 5 59	545	0.5	0	normal	engine_search
3r4/1k6/8/1MmN2S1/P4P2/3R4/2KM4/6r1 b - - 0 59	568	0.5	0	normal	engine_search
3r4/1k6/1m6/1M1N2S1/P4P2/3R4/2KM4/6r1 w - - 1 60	569	0.5	0	normal	engine_search
3r4/1k6/1m6/1M4S1/P4P2/3RN3/2KM4/6r1 b - - 2 60	567	0.5	0	normal	engine_search
7r/1k6/1m6/1M4S1/P4P2/3RN3/2KM4/6r1 w - - 3 61	568	0.5	0	normal	engine_search
7r/1k6/1m6/1M4S1/P1N2P2/3R4/2KM4/6r1 b - - 4 61	574	0.5	0	normal	engine_search
5r2/1k6/1m6/1M4S1/P1N2P2/3R4/2KM4/6r1 w - - 5 62	578	0.5	0	normal	engine_search
5r2/1k6/1m6/1M1R2S1/P1N2P2/8/2KM4/6r1 b - - 6 62	576	0.5	0	normal	engine_search
5r2/1k6/1m6/1M1R2S1/P1N2P2/6r1/2KM4/8 w - - 7 63	572	0.5	0	normal	engine_search
5r2/1k6/1m6/PM1R2S1/2N2P2/6r1/2KM4/8 b - - 0 63	573	0.5	0	normal	engine_search
5r2/1k6/8/mM1R2S1/2N2P2/6r1/2KM4/8 w - - 0 64	574	0.5	0	normal	engine_search
5r2/1k6/8/NM1R2S1/5P2/6r1/2KM4/8 b - - 0 64	575	0.5	0	normal	engine_search
5r2/2k5/8/NM1R2S1/5P2/6r1/2KM4/8 w - - 1 65	576	0.5	0	normal	engine_search
5r2/2k5/2N5/1M1R2S1/5P2/6r1/2KM4/8 b - - 2 65	574	0.5	0	normal	engine_search
5r2/2k5/2N5/1M1R2S1/5P2/8/2KM2r1/8 w - - 3 66	579	0.5	0	normal	engine_search
5r2/2k5/8/1M1R2S1/3N1P2/8/2KM2r1/8 b - - 4 66	586	0.5	0	normal	engine_search
r7/2k5/8/1M1R2S1/3N1P2/8/2KM2r1/8 w - - 5 67	633	0.5	0	normal	engine_search
r7/2k5/4N3/1M1R2S1/5P2/8/2KM2r1/8 b - - 6 67	636	0.5	0	normal	engine_search
r7/8/1k2N3/1M1R2S1/5P2/8/2KM2r1/8 w - - 7 68	639	0.5	0	normal	engine_search
r7/8/1k2N3/3R2S1/2M2P2/8/2KM2r1/8 b - - 8 68	640	0.5	0	normal	engine_search
r7/8/1k2N3/3R2S1/2M2Pr1/8/2KM4/8 w - - 9 69	639	0.5	0	normal	engine_search
r7/8/1k2N3/3R2S1/5Pr1/1M6/2KM4/8 b - - 10 69	639	0.5	0	normal	engine_search
2r5/8/1k2N3/3R2S1/5Pr1/1M6/2KM4/8 w - - 11 70	645	0.5	0	normal	engine_search
2r5/8/1k2N3/3R2S1/5Pr1/1M6/1K1M4/8 b - - 12 70	646	0.5	0	normal	engine_search
2r5/8/2k1N3/3R2S1/5Pr1/1M6/1K1M4/8 w - - 13 71	711	0.5	0	normal	engine_search
2r5/8/2k1N3/2R3S1/5Pr1/1M6/1K1M4/8 b - - 14 71	712	0.5	0	normal	engine_search
2r5/3k4/4N3/2R3S1/5Pr1/1M6/1K1M4/8 w - - 15 72	710	0.5	0	normal	engine_search
2R5/3k4/4N3/6S1/5Pr1/1M6/1K1M4/8 b - - 0 72	711	0.5	0	normal	engine_search
2k5/8/4N3/6S1/5Pr1/1M6/1K1M4/8 w - - 0 73	712	0.5	0	normal	engine_search
2k5/8/4N3/5PS1/6r1/1M6/1K1M4/8 b - - 0 73	712	0.5	0	normal	engine_search
2k5/8/4N3/5PS1/8/1M6/1K1M2r1/8 w - - 1 74	711	0.5	0	normal	engine_search
2k5/8/4N3/5PS1/8/1MK5/3M2r1/8 b - - 2 74	711	0.5	0	normal	engine_search
2k5/8/4N3/5PS1/8/1MK5/3M4/6r1 w - - 3 75	712	0.5	0	normal	engine_search
2k5/8/4N3/5P2/5S2/1MK5/3M4/6r1 b - - 4 75	711	0.5	0	normal	engine_search
2k5/8/4N3/5P2/5S2/1MK5/3M4/7r w - - 5 76	711	0.5	0	normal	engine_search
2k5/8/8/5PN1/5S2/1MK5/3M4/7r b - - 6 76	711	0.5	0	normal	engine_search
2k5/8/7r/5PN1/5S2/1MK5/3M4/8 w - - 7 77	711	0.5	0	normal	engine_search
2k5/8/7r/5P2/4NS2/1MK5/3M4/8 b - - 8 77	711	0.5	0	normal	engine_search
1k6/8/7r/5P2/4NS2/1MK5/3M4/8 w - - 9 78	709	0.5	0	normal	engine_search
1k6/8/7r/5P2/4NS2/1MK1M3/8/8 b - - 10 78	710	0.5	0	normal	engine_search
1k6/8/8/5P2/4NS2/1MK1M3/7r/8 w - - 11 79	710	0.5	0	normal	engine_search
1k6/8/8/5P2/4NS2/1M1KM3/7r/8 b - - 12 79	711	0.5	0	normal	engine_search
1k6/8/8/5P2/4NS2/1M1KM3/8/7r w - - 13 80	710	0.5	0	normal	engine_search
1k6/8/8/5PN1/5S2/1M1KM3/8/7r b - - 14 80	710	0.5	0	normal	engine_search
1k6/8/7r/5PN1/5S2/1M1KM3/8/8 w - - 15 81	709	0.5	0	normal	engine_search
1k6/8/7r/5P2/4NS2/1M1KM3/8/8 b - - 16 81	709	0.5	0	normal	engine_search
k7/8/7r/5P2/4NS2/1M1KM3/8/8 w - - 17 82	709	0.5	0	normal	engine_search
k7/8/5M1r/8/4NS2/1M1KM3/8/8 b - - 0 82	709	0.5	0	normal	engine_search
k7/8/5M2/8/4NS2/1M1KM3/8/7r w - - 1 83	711	0.5	0	normal	engine_search
k7/8/5M2/8/5S2/1M1KM3/3N4/7r b - - 2 83	711	0.5	0	normal	engine_search
8/1k6/5M2/8/5S2/1M1KM3/3N4/7r w - - 3 84	711	0.5	0	normal	engine_search
8/1k6/8/4M3/5S2/1M1KM3/3N4/7r b - - 4 84	711	0.5	0	normal	engine_search
2k5/8/8/4M3/5S2/1M1KM3/3N4/7r w - - 5 85	710	0.5	0	normal	engine_search
2k5/8/8/4M3/2M2S2/3KM3/3N4/7r b - - 6 85	710	0.5	0	normal	engine_search
8/3k4/8/4M3/2M2S2/3KM3/3N4/7r w - - 7 86	711	0.5	0	normal	engine_search
8/3k4/8/4M3/2M1NS2/3KM3/8/7r b - - 8 86	711	0.5	0	normal	engine_search
2k5/8/8/4M3/2M1NS2/3KM3/8/7r w - - 9 87	711	0.5	0	normal	engine_search
2k5/8/8/4M3/2M1NS2/3K4/3M4/7r b - - 10 87	710	0.5	0	normal	engine_search
2k5/8/8/4M3/2M1NS2/3K4/3M4/6r1 w - - 11 88	709	0.5	0	normal	engine_search
2k5/8/8/4M3/2M1NS2/8/3MK3/6r1 b - - 12 88	709	0.5	0	normal	engine_search
2k5/8/8/4M3/2M1NS2/8/3MK3/7r w - - 13 89	709	0.5	0	normal	engine_search
2k5/8/8/4M3/2M1N3/4S3/3MK3/7r b - - 14 89	709	0.5	0	normal	engine_search
2k5/8/8/4M2r/2M1N3/4S3/3MK3/8 w - - 15 90	711	0.5	0	normal	engine_search
2k5/8/8/7r/2M1NM2/4S3/3MK3/8 b - - 16 90	711	0.5	0	normal	engine_search
2k5/8/8/8/2M1NM2/4S3/3MK3/7r w - - 17 91	711	0.5	0	normal	engine_search
2k5/8/8/8/2M1NM2/3KS3/3M4/7r b - - 18 91	711	0.5	0	normal	engine_search
8/3k4/8/8/2M1NM2/3KS3/3M4/7r w - - 19 92	711	0.5	0	normal	engine_search
8/3k4/8/3M4/4NM2/3KS3/3M4/7r b - - 20 92	712	0.5	0	normal	engine_search
8/3k4/8/3M4/4NM2/3KS3/3M4/r7 w - - 21 93	711	0.5	0	normal	engine_search
8/3k4/8/3M4/4NM2/4S3/2KM4/r7 b - - 22 93	710	0.5	0	normal	engine_search
8/3k4/8/3M4/4NM2/4S3/2KM4/5r2 w - - 23 94	709	0.5	0	normal	engine_search
8/3k4/8/3M4/5M2/4S1N1/2KM4/5r2 b - - 24 94	710	0.5	0	normal	engine_search
8/3k4/8/3M4/5M2/4S1N1/2KM4/6r1 w - - 25 95	711	0.5	0	normal	engine_search
8/3k4/8/3M4/5M2/4S3/2KMN3/6r1 b - - 26 95	711	0.5	0	normal	engine_search
8/3k4/8/3M4/5M2/4S3/2KMN3/5r2 w - - 27 96	712	0.5	0	normal	engine_search
